Recorded time,Building Insurance Claim Size,Content Insurance Claim Size,Year,Month
5/29/1985,2350000.00,540000.00,1985,5
5/31/1985,1200000.00,1600000.00,1985,5
1/6/1985,980000.00,280000.00,1985,6
2/6/1985,900000.00,200000.00,1985,6
6/6/1985,500000.00,658759.00,1985,6
10/6/1985,500000.00,1700000.00,1985,6
11/6/1985,1050000.00,20000.00,1985,6
12/6/1985,6800000.00,2400000.00,1985,6
6/15/1985,800000.00,850000.00,1985,6
6/16/1985,2400000.00,9825000.00,1985,6
6/18/1985,1300000.00,100000.00,1985,6
6/19/1985,4500000.00,8739000.00,1985,6
6/22/1985,950000.00,135000.00,1985,6
6/22/1985,850000.00,200000.00,1985,6
6/27/1985,1350000.00,1300000.00,1985,6
6/27/1985,1300000.00,423000.00,1985,6
6/28/1985,3000000.00,2200000.00,1985,6
6/28/1985,1225000.00,600000.00,1985,6
2/7/1985,900000.00,100000.00,1985,7
2/7/1985,600000.00,1300000.00,1985,7
6/7/1985,970000.00,307400.00,1985,7
6/7/1985,650000.00,545000.00,1985,7
7/13/1985,1400000.00,175000.00,1985,7
7/15/1985,2165042.00,1100000.00,1985,7
7/15/1985,900000.00,300000.00,1985,7
7/16/1985,2015000.00,218000.00,1985,7
2/8/1985,760000.00,2000000.00,1985,8
3/8/1985,940000.00,225000.00,1985,8
4/8/1985,1345000.00,27000.00,1985,8
6/8/1985,50000.00,1200000.00,1985,8
6/8/1985,1300000.00,400000.00,1985,8
8/14/1985,700000.00,400000.00,1985,8
8/19/1985,820000.00,421012.00,1985,8
8/19/1985,760000.00,245000.00,1985,8
8/20/1985,1000000.00,2250000.00,1985,8
8/21/1985,960000.00,90000.00,1985,8
8/23/1985,41213000.00,15620000.00,1985,8
8/24/1985,910000.00,142000.00,1985,8
8/24/1985,925000.00,193000.00,1985,8
8/25/1985,1800000.00,570000.00,1985,8
8/28/1985,964900.00,110000.00,1985,8
8/31/1985,5000000.00,850000.00,1985,8
2/9/1985,2000000.00,10000000.00,1985,9
4/9/1985,100000.00,1230000.00,1985,9
7/9/1985,1000000.00,700000.00,1985,9
8/9/1985,1213000.00,4434000.00,1985,9
11/9/1985,1000000.00,50000.00,1985,9
12/9/1985,861058.00,295000.00,1985,9
9/13/1985,2600000.00,652150.00,1985,9
9/15/1985,3000000.00,10500000.00,1985,9
9/19/1985,915000.00,286500.00,1985,9
9/19/1985,1400000.00,250000.00,1985,9
9/23/1985,1010000.00,154600.00,1985,9
9/25/1985,892000.00,425000.00,1985,9
9/25/1985,3900000.00,50000.00,1985,9
9/29/1985,5000000.00,1200000.00,1985,9
2/10/1985,960000.00,200000.00,1985,10
6/10/1985,800000.00,260000.00,1985,10
10/10/1985,1134699.00,356588.00,1985,10
11/10/1985,1661813.00,320000.00,1985,10
12/10/1985,2800000.00,314360.00,1985,10
12/10/1985,2250000.00,1800000.00,1985,10
10/13/1985,600000.00,400000.00,1985,10
10/17/1985,5600000.00,13800000.00,1985,10
10/18/1985,1050000.00,82000.00,1985,10
10/19/1985,2000000.00,20000.00,1985,10
10/22/1985,1900000.00,1400000.00,1985,10
10/25/1985,1230000.00,6000000.00,1985,10
10/26/1985,750000.00,1100000.00,1985,10
10/30/1985,1000000.00,1500000.00,1985,10
5/11/1985,1500000.00,53000.00,1985,11
6/11/1985,950000.00,104000.00,1985,11
10/11/1985,500000.00,500000.00,1985,11
11/13/1985,1310000.00,5400000.00,1985,11
11/16/1985,500000.00,1000000.00,1985,11
11/19/1985,900000.00,155000.00,1985,11
11/27/1985,1136000.00,116000.00,1985,11
11/29/1985,200000.00,1100000.00,1985,11
4/12/1985,1100000.00,172078.00,1985,12
6/12/1985,800000.00,200000.00,1985,12
8/12/1985,1300000.00,550000.00,1985,12
10/12/1985,1020000.00,160000.00,1985,12
11/12/1985,501000.00,542000.00,1985,12
11/12/1985,900000.00,100000.00,1985,12
11/12/1985,600000.00,1000000.00,1985,12
11/12/1985,1000000.00,4500000.00,1985,12
12/16/1985,1300000.00,500000.00,1985,12
12/20/1985,400000.00,1250000.00,1985,12
2/1/1986,771456.12,689488.90,1986,1
4/1/1986,1184956.61,291514.00,1986,1
5/1/1986,1350048.22,2892960.00,1986,1
7/1/1986,3375120.54,308582.40,1986,1
1/13/1986,867888.14,192864.00,1986,1
1/13/1986,241080.04,1157184.00,1986,1
1/14/1986,723240.12,578592.10,1986,1
1/16/1986,1398264.22,43587.27,1986,1
1/16/1986,675024.11,964320.20,1986,1
1/19/1986,848601.74,202025.10,1986,1
1/21/1986,1060752.17,694310.50,1986,1
1/24/1986,2314368.37,2169720.00,1986,1
1/27/1986,1287367.41,390549.70,1986,1
1/27/1986,771456.12,289296.00,1986,1
1/30/1986,848601.74,151398.30,1986,1
1/31/1986,2314368.37,768563.20,1986,1
1/2/1986,891996.14,385728.10,1986,2
4/2/1986,1060752.17,146576.70,1986,2
4/2/1986,964320.15,964320.20,1986,2
5/2/1986,771456.12,231436.80,1986,2
5/2/1986,771456.12,318225.70,1986,2
7/2/1986,1459320.15,298809.10,1986,2
12/2/1986,1253616.20,337512.10,1986,2
12/2/1986,385728.06,433944.10,1986,2
2/13/1986,617164.90,359026.00,1986,2
2/15/1986,907946.96,319049.20,1986,2
2/16/1986,1104146.58,964320.20,1986,2
2/16/1986,2121504.34,836065.60,1986,2
2/18/1986,964320.15,5834137.00,1986,2
2/21/1986,462873.67,501446.50,1986,2
2/28/1986,940212.15,289296.00,1986,2
2/28/1986,1446480.23,289296.00,1986,2
2/28/1986,2410622.95,412793.60,1986,2
3/3/1986,1440829.32,192887.20,1986,3
4/3/1986,964320.15,96432.02,1986,3
5/3/1986,1153230.47,588235.30,1986,3
7/3/1986,2410800.39,482160.10,1986,3
8/3/1986,4339440.69,7714561.00,1986,3
9/3/1986,2121504.34,289296.00,1986,3
10/3/1986,1446480.23,111861.10,1986,3
3/19/1986,771456.12,2410800.00,1986,3
3/19/1986,1350530.38,550133.10,1986,3
3/19/1986,482160.08,1350048.00,1986,3
3/23/1986,2700096.43,506268.10,1986,3
3/30/1986,916104.15,144648.00,1986,3
2/4/1986,482160.08,675024.10,1986,4
2/4/1986,1832208.29,2410800.00,1986,4
2/4/1986,2700096.43,482160.10,1986,4
3/4/1986,1494696.24,164532.30,1986,4
3/4/1986,385728.06,2121504.00,1986,4
7/4/1986,192864.03,588235.30,1986,4
7/4/1986,2941176.47,13500480.00,1986,4
8/4/1986,848601.74,234329.80,1986,4
10/4/1986,2796528.45,583423.30,1986,4
10/4/1986,988428.16,192864.00,1986,4
10/4/1986,12150433.94,7232401.00,1986,4
11/4/1986,3375120.54,1446480.00,1986,4
11/4/1986,955641.27,192864.00,1986,4
4/16/1986,771456.12,675024.10,1986,4
4/17/1986,1253616.20,313404.10,1986,4
4/18/1986,1157184.19,96432.02,1986,4
4/19/1986,964320.15,482160.10,1986,4
4/22/1986,1446480.23,385728.10,1986,4
4/24/1986,482160.08,1157184.00,1986,4
4/26/1986,964320.15,313404.10,1986,4
4/27/1986,1215334.62,1228255.00,1986,4
4/30/1986,2892960.46,241080.00,1986,4
2/5/1986,800385.73,2892960.00,1986,5
3/5/1986,2892907.43,298939.20,1986,5
5/5/1986,896817.74,270009.60,1986,5
6/5/1986,1052073.29,74252.65,1986,5
7/5/1986,1157184.19,163934.40,1986,5
12/5/1986,1253616.20,482160.10,1986,5
12/5/1986,964320.15,8678881.00,1986,5
5/13/1986,983606.56,337512.10,1986,5
5/16/1986,1928640.31,2892960.00,1986,5
5/21/1986,1350048.22,482160.10,1986,5
5/21/1986,1301832.21,87147.54,1986,5
5/22/1986,1108968.18,96432.02,1986,5
5/28/1986,1446480.23,263591.10,1986,5
1/6/1986,846636.45,241011.60,1986,6
6/6/1986,1157184.19,385728.10,1986,6
10/6/1986,723240.12,1446480.00,1986,6
6/14/1986,2025072.32,3375121.00,1986,6
6/20/1986,3375120.54,2410800.00,1986,6
6/22/1986,771456.12,578592.10,1986,6
6/26/1986,2892960.46,11571840.00,1986,6
6/29/1986,530376.08,1060752.00,1986,6
6/30/1986,1060752.17,867888.10,1986,6
6/30/1986,1350048.22,96432.02,1986,6
6/30/1986,1542912.25,135004.80,1986,6
1/7/1986,743461.91,267536.20,1986,7
1/7/1986,1639344.26,1205400.00,1986,7
4/7/1986,1023143.68,127290.30,1986,7
5/7/1986,578592.09,1928640.00,1986,7
6/7/1986,1928640.31,964320.20,1986,7
8/7/1986,1808100.29,289296.00,1986,7
11/7/1986,1950819.67,122179.40,1986,7
7/15/1986,1383799.42,347010.60,1986,7
7/17/1986,578592.09,543500.50,1986,7
7/18/1986,1128254.58,385728.10,1986,7
7/20/1986,1060752.17,636451.30,1986,7
7/22/1986,4532304.73,1253616.00,1986,7
7/22/1986,867888.14,163934.40,1986,7
7/30/1986,482160.08,964320.20,1986,7
1/8/1986,740597.88,379942.10,1986,8
3/8/1986,1136933.46,66441.66,1986,8
4/8/1986,4146576.66,1446480.00,1986,8
4/8/1986,1220829.32,212150.40,1986,8
4/8/1986,1099324.98,63741.56,1986,8
5/8/1986,1147540.98,251687.60,1986,8
7/8/1986,983606.56,96594.99,1986,8
8/13/1986,1175722.28,62512.05,1986,8
8/16/1986,964320.15,578592.10,1986,8
8/16/1986,675024.11,1446480.00,1986,8
8/17/1986,1157184.19,385728.10,1986,8
8/18/1986,771456.12,482160.10,1986,8
8/22/1986,1301832.21,28929.60,1986,8
2/9/1986,1446480.23,578592.10,1986,9
3/9/1986,2410800.39,6268081.00,1986,9
7/9/1986,1639344.26,578592.10,1986,9
7/9/1986,1157184.19,144648.00,1986,9
9/9/1986,1432015.43,146094.50,1986,9
10/9/1986,838958.53,167999.00,1986,9
12/9/1986,6460945.03,1639344.00,1986,9
9/13/1986,964320.15,38572.81,1986,9
9/13/1986,964320.15,144648.00,1986,9
9/16/1986,8534233.37,1735776.00,1986,9
9/17/1986,1129841.85,141553.50,1986,9
9/17/1986,2314368.37,578592.10,1986,9
9/18/1986,2700096.43,428163.90,1986,9
9/20/1986,1928640.31,964320.20,1986,9
9/22/1986,892960.46,228543.90,1986,9
9/24/1986,1446480.23,250723.20,1986,9
9/25/1986,863066.54,162198.60,1986,9
9/26/1986,10125361.62,3567985.00,1986,9
9/27/1986,2217936.35,385728.10,1986,9
9/28/1986,891031.82,362584.40,1986,9
9/30/1986,1253616.20,241080.00,1986,9
3/10/1986,964320.15,641272.90,1986,10
3/10/1986,1281581.49,399228.50,1986,10
3/10/1986,1855351.98,495660.60,1986,10
6/10/1986,1928640.31,385728.10,1986,10
6/10/1986,771456.12,482160.10,1986,10
10/15/1986,964320.15,1542912.00,1986,10
10/16/1986,2177434.91,479884.30,1986,10
10/17/1986,1697203.47,271938.30,1986,10
10/23/1986,1446480.23,3375121.00,1986,10
10/26/1986,2071359.69,1766635.00,1986,10
10/26/1986,1060752.17,144648.00,1986,10
10/28/1986,819672.13,337512.10,1986,10
10/29/1986,1639344.26,289296.00,1986,10
10/30/1986,1928640.31,313404.10,1986,10
10/30/1986,1108968.18,77145.61,1986,10
10/31/1986,1446480.23,482160.10,1986,10
3/11/1986,48216.01,1041466.00,1986,11
3/11/1986,912246.87,125361.60,1986,11
4/11/1986,578592.09,675024.10,1986,11
6/11/1986,1928640.31,233847.60,1986,11
7/11/1986,4146576.66,476070.40,1986,11
8/11/1986,1253616.20,289296.00,1986,11
9/11/1986,858244.94,130183.20,1986,11
11/24/1986,964320.15,1735776.00,1986,11
11/24/1986,964320.15,482160.10,1986,11
11/26/1986,1446480.23,482160.10,1986,11
2/12/1986,964320.15,3134041.00,1986,12
3/12/1986,1687560.27,192864.00,1986,12
4/12/1986,482160.08,1928640.00,1986,12
4/12/1986,144648.02,867888.10,1986,12
12/13/1986,887174.54,241080.00,1986,12
12/18/1986,530376.08,472516.90,1986,12
12/22/1986,1157184.19,575699.10,1986,12
12/23/1986,1253616.20,355110.90,1986,12
12/24/1986,930568.95,120540.00,1986,12
12/25/1986,11089681.77,3567985.00,1986,12
12/28/1986,96432.02,3278689.00,1986,12
12/29/1986,1253616.20,355110.90,1986,12
12/30/1986,1253616.20,4243009.00,1986,12
1/1/1987,775510.20,247680.90,1987,1
1/1/1987,1174397.03,129870.10,1987,1
2/1/1987,834879.41,231910.90,1987,1
5/1/1987,1484230.06,324675.30,1987,1
7/1/1987,463821.89,2782931.00,1987,1
8/1/1987,797773.65,608534.30,1987,1
9/1/1987,635435.99,1855288.00,1987,1
9/1/1987,593692.02,417439.70,1987,1
9/1/1987,1948051.95,791280.10,1987,1
10/1/1987,2472170.69,393321.00,1987,1
11/1/1987,1141929.50,278293.10,1987,1
11/1/1987,1819109.46,414656.80,1987,1
11/1/1987,1339517.63,58441.56,1987,1
11/1/1987,1391465.68,927643.80,1987,1
11/1/1987,2110389.61,602968.50,1987,1
1/13/1987,1437847.87,208719.90,1987,1
1/14/1987,2782931.35,64935.06,1987,1
1/16/1987,1020408.16,463821.90,1987,1
1/17/1987,927643.78,185528.80,1987,1
1/18/1987,1018552.88,130797.80,1987,1
1/19/1987,2458256.03,679962.90,1987,1
1/19/1987,3246753.25,463821.90,1987,1
1/21/1987,1960111.32,408163.30,1987,1
1/22/1987,881261.60,140074.20,1987,1
1/24/1987,1623376.62,1113173.00,1987,1
1/24/1987,463821.89,13543600.00,1987,1
1/25/1987,1113172.54,278293.10,1987,1
1/30/1987,1669758.81,483302.40,1987,1
2/2/1987,742115.03,324675.30,1987,2
6/2/1987,1113172.54,67718.00,1987,2
9/2/1987,515769.94,3871985.00,1987,2
9/2/1987,834879.41,222634.50,1987,2
10/2/1987,3339517.63,602968.50,1987,2
11/2/1987,809833.02,195732.80,1987,2
12/2/1987,1051020.41,451762.50,1987,2
2/15/1987,1669758.81,2417440.00,1987,2
2/16/1987,2319109.46,788497.20,1987,2
2/18/1987,1762523.19,491651.20,1987,2
2/19/1987,1345083.49,412801.50,1987,2
2/21/1987,1053803.34,159554.70,1987,2
2/22/1987,1113172.54,139146.60,1987,2
2/25/1987,698515.77,3066790.00,1987,2
2/27/1987,1855287.57,371057.50,1987,2
2/3/1987,1855287.57,250463.80,1987,3
2/3/1987,53803.34,351577.00,1987,3
5/3/1987,2189239.33,938775.50,1987,3
8/3/1987,1168831.17,482374.80,1987,3
8/3/1987,1595547.31,927643.80,1987,3
11/3/1987,649350.65,927643.80,1987,3
12/3/1987,927643.78,800556.60,1987,3
3/20/1987,1762523.19,92764.38,1987,3
3/28/1987,1205936.92,927643.80,1987,3
3/29/1987,742115.03,556586.30,1987,3
3/30/1987,2504638.22,208719.90,1987,3
3/30/1987,794990.72,461966.60,1987,3
1/4/1987,919294.99,186456.40,1987,4
1/4/1987,1855287.57,1576994.00,1987,4
4/4/1987,927643.78,352504.60,1987,4
5/4/1987,3246753.25,3339518.00,1987,4
6/4/1987,1020408.16,64935.06,1987,4
6/4/1987,1252319.11,326530.60,1987,4
4/17/1987,927643.78,294063.10,1987,4
4/17/1987,1142857.14,92764.38,1987,4
4/24/1987,4174397.03,649350.60,1987,4
4/24/1987,1498144.71,927643.80,1987,4
4/26/1987,1247680.89,371057.50,1987,4
4/27/1987,1391465.68,102040.80,1987,4
4/30/1987,1030612.24,93692.02,1987,4
6/5/1987,834879.41,788497.20,1987,5
6/5/1987,1391465.68,371057.50,1987,5
5/14/1987,811688.31,115955.50,1987,5
5/14/1987,3710575.14,7421150.00,1987,5
5/22/1987,1113172.54,742115.00,1987,5
5/23/1987,2319109.46,10204080.00,1987,5
5/28/1987,1762523.19,3988868.00,1987,5
5/29/1987,1391465.68,4359926.00,1987,5
1/6/1987,3246753.25,927643.80,1987,6
3/6/1987,1855287.57,2319109.00,1987,6
3/6/1987,3246753.25,533395.20,1987,6
8/6/1987,556586.27,2782931.00,1987,6
10/6/1987,1113172.54,240259.70,1987,6
11/6/1987,1391465.68,231910.90,1987,6
6/14/1987,1020408.16,33395.18,1987,6
6/16/1987,1113172.54,278293.10,1987,6
6/25/1987,1113172.54,474953.60,1987,6
1/7/1987,1113172.54,204081.60,1987,7
6/7/1987,1437847.87,2968460.00,1987,7
12/7/1987,1113172.54,157699.40,1987,7
7/15/1987,1799628.94,598330.20,1987,7
7/19/1987,950834.88,118738.40,1987,7
7/28/1987,2319109.46,556586.30,1987,7
7/30/1987,649350.65,371057.50,1987,7
7/30/1987,649350.65,463821.90,1987,7
4/8/1987,185528.76,1630798.00,1987,8
6/8/1987,640074.21,461966.60,1987,8
7/8/1987,1103896.10,278293.10,1987,8
8/17/1987,3710575.14,16402600.00,1987,8
8/18/1987,5565862.71,10667900.00,1987,8
8/22/1987,1391465.68,1113173.00,1987,8
8/24/1987,2226345.08,834879.40,1987,8
8/25/1987,160482.37,904452.70,1987,8
2/9/1987,742115.03,208719.90,1987,9
6/9/1987,1181818.18,131725.40,1987,9
9/9/1987,927643.78,148423.00,1987,9
12/9/1987,1298701.30,213358.10,1987,9
9/15/1987,1307977.74,358998.10,1987,9
9/15/1987,15213358.07,1669759.00,1987,9
9/18/1987,788497.22,1113173.00,1987,9
9/18/1987,1029684.60,419295.00,1987,9
9/19/1987,1270871.99,218923.90,1987,9
9/19/1987,649350.65,371057.50,1987,9
9/21/1987,1205936.92,373840.40,1987,9
9/22/1987,92764.38,1113173.00,1987,9
9/24/1987,264378.48,1205937.00,1987,9
9/27/1987,927643.78,278293.10,1987,9
9/28/1987,185528.76,834879.40,1987,9
9/30/1987,807050.09,417439.70,1987,9
3/10/1987,839517.63,118738.40,1987,10
3/10/1987,4174397.03,3617811.00,1987,10
3/10/1987,1317254.17,32467.53,1987,10
5/10/1987,23191094.62,4638219.00,1987,10
5/10/1987,927643.78,3246753.00,1987,10
6/10/1987,3116883.12,2782931.00,1987,10
8/10/1987,811688.31,194805.20,1987,10
11/10/1987,23191.09,1484230.00,1987,10
11/10/1987,927643.78,278293.10,1987,10
10/14/1987,927643.78,1391466.00,1987,10
10/16/1987,1020408.16,2319109.00,1987,10
10/18/1987,452690.17,1920223.00,1987,10
10/19/1987,921150.28,175324.70,1987,10
10/20/1987,538033.40,423005.60,1987,10
10/22/1987,927643.78,324675.30,1987,10
10/24/1987,2003710.58,1646568.00,1987,10
10/25/1987,927643.78,463821.90,1987,10
10/27/1987,3988868.27,2319109.00,1987,10
10/30/1987,6679035.25,2782931.00,1987,10
10/30/1987,1576994.43,1298701.00,1987,10
10/31/1987,983302.41,649350.60,1987,10
1/11/1987,3089053.80,384972.20,1987,11
1/11/1987,4823747.68,2782931.00,1987,11
5/11/1987,1113172.54,2782931.00,1987,11
6/11/1987,837662.34,287569.60,1987,11
7/11/1987,8812615.96,2504638.00,1987,11
8/11/1987,2319109.46,386827.50,1987,11
11/11/1987,491651.21,1623377.00,1987,11
11/15/1987,1113172.54,314471.20,1987,11
11/18/1987,1391465.68,1484230.00,1987,11
11/29/1987,1391465.68,343228.20,1987,11
2/12/1987,1020408.16,742115.00,1987,12
2/12/1987,974025.97,315398.90,1987,12
6/12/1987,834879.41,355287.60,1987,12
7/12/1987,1020408.16,4174397.00,1987,12
9/12/1987,1985157.70,1948052.00,1987,12
9/12/1987,2922077.92,2040816.00,1987,12
12/12/1987,1113172.54,1298701.00,1987,12
12/12/1987,919294.99,155844.20,1987,12
12/13/1987,4174397.03,1920223.00,1987,12
12/13/1987,1716141.00,354359.90,1987,12
12/14/1987,1113172.54,1298701.00,1987,12
12/17/1987,2782931.35,111317.30,1987,12
12/17/1987,834879.41,231910.90,1987,12
12/19/1987,927643.78,185528.80,1987,12
12/19/1987,371057.51,927643.80,1987,12
12/20/1987,788497.22,259740.30,1987,12
12/23/1987,602968.46,324675.30,1987,12
12/29/1987,788497.22,556586.30,1987,12
12/31/1987,1298701.30,371057.50,1987,12
1/1/1988,1184560.78,433895.30,1988,1
1/1/1988,752440.11,275066.50,1988,1
3/1/1988,2218278.62,10647740.00,1988,1
1/15/1988,1330967.17,887311.40,1988,1
1/19/1988,1200532.39,719609.60,1988,1
1/21/1988,266193.43,621118.00,1988,1
1/23/1988,395740.91,2560781.00,1988,1
1/23/1988,1685891.75,112688.60,1988,1
1/23/1988,1020408.16,532386.90,1988,1
1/25/1988,798580.30,443655.70,1988,1
1/26/1988,1747116.24,140195.20,1988,1
1/30/1988,976042.59,354924.60,1988,1
1/2/1988,1135758.65,3549246.00,1988,2
6/2/1988,2218278.62,1043478.00,1988,2
9/2/1988,1034605.15,132209.40,1988,2
10/2/1988,2484472.05,36379.77,1988,2
11/2/1988,931677.02,362023.10,1988,2
2/14/1988,15527950.31,2896185.00,1988,2
2/21/1988,3105590.06,4880213.00,1988,2
2/22/1988,3311446.32,185448.10,1988,2
2/29/1988,2040816.33,4470275.00,1988,2
2/29/1988,1153504.88,106477.40,1988,2
2/3/1988,1508429.46,250221.80,1988,3
3/3/1988,88731.14,1464064.00,1988,3
7/3/1988,1247559.89,19520.85,1988,3
8/3/1988,1863354.04,266193.40,1988,3
9/3/1988,1508429.46,1131322.00,1988,3
12/3/1988,488021.30,1064774.00,1988,3
3/14/1988,1023957.41,443655.70,1988,3
3/14/1988,1153504.88,1153505.00,1988,3
3/18/1988,1508429.46,399290.20,1988,3
3/19/1988,887311.45,354924.60,1988,3
3/21/1988,607808.34,603371.80,1988,3
3/25/1988,7098491.57,17746230.00,1988,3
6/4/1988,1242236.02,709849.20,1988,4
12/4/1988,1574977.82,115350.50,1988,4
4/14/1988,1290150.84,248447.20,1988,4
4/20/1988,1685891.75,177462.30,1988,4
4/24/1988,3105590.06,1394854.00,1988,4
4/24/1988,901508.43,887311.40,1988,4
4/26/1988,2218278.62,3726708.00,1988,4
4/29/1988,488021.30,740905.10,1988,4
4/30/1988,1109139.31,266193.40,1988,4
4/30/1988,1952085.18,354924.60,1988,4
8/5/1988,532386.87,1597161.00,1988,5
9/5/1988,4081632.65,623779.90,1988,5
9/5/1988,3904170.36,3771074.00,1988,5
12/5/1988,1228926.35,127772.80,1988,5
5/13/1988,1597160.60,709849.20,1988,5
5/15/1988,1197870.45,177462.30,1988,5
5/16/1988,310559.01,621118.00,1988,5
5/17/1988,6042590.95,17746230.00,1988,5
5/19/1988,443655.72,443655.70,1988,5
5/23/1988,1064773.74,110913.90,1988,5
5/26/1988,1330967.17,6211180.00,1988,5
5/27/1988,1863354.04,227151.70,1988,5
5/29/1988,1330967.17,456965.40,1988,5
5/29/1988,709849.16,727595.40,1988,5
5/29/1988,5767524.40,372670.80,1988,5
5/30/1988,1375332.74,241348.70,1988,5
5/31/1988,2484472.05,9316770.00,1988,5
1/6/1988,2839396.63,133096.70,1988,6
3/6/1988,709849.16,1242236.00,1988,6
3/6/1988,2218278.62,225377.10,1988,6
5/6/1988,1597160.60,625554.60,1988,6
5/6/1988,6654835.85,17746230.00,1988,6
6/6/1988,3549245.79,177462.30,1988,6
6/13/1988,798580.30,177462.30,1988,6
6/16/1988,443655.72,3992902.00,1988,6
6/21/1988,221827.86,709849.20,1988,6
6/24/1988,1863354.04,532386.90,1988,6
6/24/1988,887311.45,4880213.00,1988,6
6/29/1988,709849.16,1597161.00,1988,6
1/7/1988,732919.25,354924.60,1988,7
1/7/1988,878438.33,264418.80,1988,7
1/7/1988,1445430.35,421472.90,1988,7
5/7/1988,812777.28,308784.40,1988,7
6/7/1988,5323868.68,665483.60,1988,7
8/7/1988,2102928.13,406388.60,1988,7
9/7/1988,944986.69,383318.50,1988,7
12/7/1988,761313.22,283939.70,1988,7
7/18/1988,754214.73,292812.80,1988,7
7/19/1988,1419698.31,2661934.00,1988,7
7/19/1988,10692102.93,3105590.00,1988,7
7/20/1988,1774622.89,2661934.00,1988,7
7/26/1988,887311.45,329192.50,1988,7
7/30/1988,1774622.89,4436557.00,1988,7
10/8/1988,2330079.86,504880.20,1988,8
12/8/1988,34605146.41,9207631.00,1988,8
8/15/1988,195208.52,727595.40,1988,8
8/18/1988,976042.59,641526.20,1988,8
8/21/1988,905057.68,240461.40,1988,8
8/21/1988,1242236.02,133984.00,1988,8
8/22/1988,939662.82,203194.30,1988,8
8/24/1988,1863354.04,145519.10,1988,8
8/24/1988,887311.45,887311.40,1988,8
1/9/1988,5057675.24,1774623.00,1988,9
4/9/1988,536823.43,1724933.00,1988,9
5/9/1988,887311.45,461402.00,1988,9
6/9/1988,3105590.06,6566105.00,1988,9
6/9/1988,266193.43,754214.70,1988,9
8/9/1988,976042.59,286601.60,1988,9
8/9/1988,399290.15,1508429.00,1988,9
9/9/1988,950310.56,101153.50,1988,9
11/9/1988,1330967.17,532386.90,1988,9
9/14/1988,310559.01,647737.40,1988,9
9/17/1988,1330967.17,310559.00,1988,9
9/18/1988,1330967.17,4436557.00,1988,9
9/19/1988,3549245.79,1330967.00,1988,9
9/20/1988,1677018.63,525288.40,1988,9
9/27/1988,1330967.17,310559.00,1988,9
9/27/1988,221827.86,709849.20,1988,9
4/10/1988,5545696.54,15971610.00,1988,10
8/10/1988,2573203.19,887311.40,1988,10
8/10/1988,1656610.47,553682.30,1988,10
10/17/1988,829636.20,220053.20,1988,10
10/20/1988,2661934.34,176575.00,1988,10
10/20/1988,2085181.90,354924.60,1988,10
10/23/1988,976042.59,621118.00,1988,10
10/29/1988,1330967.17,257320.30,1988,10
3/11/1988,3695652.17,798580.30,1988,11
5/11/1988,5767524.40,1330967.00,1988,11
5/11/1988,2549245.79,126885.50,1988,11
11/14/1988,709849.16,399290.20,1988,11
11/18/1988,443655.72,5767524.00,1988,11
11/19/1988,1464063.89,133096.70,1988,11
11/20/1988,488021.30,567879.30,1988,11
11/21/1988,1712511.09,166814.60,1988,11
11/23/1988,88731.14,1313221.00,1988,11
11/26/1988,976042.59,443655.70,1988,11
2/12/1988,621118.01,2661934.00,1988,12
5/12/1988,665483.58,423247.60,1988,12
8/12/1988,842945.87,1330967.00,1988,12
9/12/1988,1863354.04,976042.60,1988,12
12/14/1988,2661934.34,1330967.00,1988,12
12/15/1988,4436557.23,5323869.00,1988,12
12/17/1988,842945.87,266193.40,1988,12
12/17/1988,8873114.46,14196980.00,1988,12
12/18/1988,1774622.89,776397.50,1988,12
12/25/1988,1330967.17,354924.60,1988,12
2/1/1989,1128704.49,712108.40,1989,1
3/1/1989,1022861.98,132938.20,1989,1
5/1/1989,4911092.29,465707.00,1989,1
9/1/1989,226926.33,1134632.00,1989,1
11/1/1989,677392.04,296359.00,1989,1
11/1/1989,635055.04,368331.90,1989,1
1/14/1989,2201524.13,508044.00,1989,1
1/15/1989,1163420.83,51651.14,1989,1
1/15/1989,1270110.08,635055.00,1989,1
1/17/1989,423370.03,2540220.00,1989,1
1/19/1989,2540220.15,159187.10,1989,1
1/20/1989,4233700.25,16934800.00,1989,1
1/21/1989,550381.03,677392.00,1989,1
1/24/1989,613886.54,436071.10,1989,1
1/24/1989,2709568.16,558848.40,1989,1
1/26/1989,1270110.08,3132938.00,1989,1
1/29/1989,790855.21,423370.00,1989,1
2/2/1989,1100762.07,244707.90,1989,2
2/2/1989,846740.05,1439458.00,1989,2
5/2/1989,1371718.88,190516.50,1989,2
6/2/1989,930567.32,190516.50,1989,2
2/13/1989,740050.80,274343.80,1989,2
2/14/1989,6985605.42,33596950.00,1989,2
2/14/1989,846740.05,846740.10,1989,2
2/15/1989,3386960.20,1270110.00,1989,2
2/18/1989,908552.07,207451.30,1989,2
2/23/1989,223539.37,1168501.00,1989,2
4/3/1989,3386960.20,11007620.00,1989,3
6/3/1989,198983.91,762066.00,1989,3
7/3/1989,1320914.48,423370.00,1989,3
3/14/1989,618120.24,1947502.00,1989,3
3/17/1989,1693480.10,228619.80,1989,3
3/23/1989,8467400.51,9009314.00,1989,3
3/23/1989,1270110.08,598645.20,1989,3
3/24/1989,381033.02,1270110.00,1989,3
3/27/1989,7620660.46,1608806.00,1989,3
5/4/1989,1438611.35,336155.80,1989,4
