Recorded time,Building Insurance Claim Size,Content Insurance Claim Size,Year,Month,Day
04/03/1985,4000000,32500000,1985,3,4
11/03/1985,2000000,1400000,1985,3,11
17/03/1985,4800000,1400000,1985,3,17
20/03/1985,670000,1000000,1985,3,20
23/03/1985,705000,750000,1985,3,23
27/03/1985,900000,150000,1985,3,27
28/03/1985,985000,345000,1985,3,28
28/03/1985,2874285,1226835,1985,3,28
11/04/1985,600000,794239,1985,4,11
12/04/1985,3600000,516228,1985,4,12
14/04/1985,500000,3200000,1985,4,14
21/04/1985,600000,700000,1985,4,21
24/04/1985,3500000,3585000,1985,4,24
26/04/1985,216000,924054,1985,4,26
27/04/1985,2963000,2703594,1985,4,27
28/04/1985,500000,750000,1985,4,28
28/04/1985,800000,400000,1985,4,28
02/05/1985,2400000,280000,1985,5,2
02/05/1985,740000,260000,1985,5,2
05/05/1985,775000,600000,1985,5,5
06/05/1985,900000,350000,1985,5,6
07/05/1985,2200000,1030000,1985,5,7
09/05/1985,950000,405100,1985,5,9
14/05/1985,1783000,500000,1985,5,14
15/05/1985,750000,1600000,1985,5,15
26/05/1985,2800000,350000,1985,5,26
27/05/1985,1900000,450000,1985,5,27
29/05/1985,2350000,540000,1985,5,29
31/05/1985,1200000,1600000,1985,5,31
01/06/1985,980000,280000,1985,6,1
02/06/1985,900000,200000,1985,6,2
06/06/1985,500000,658759,1985,6,6
10/06/1985,500000,1700000,1985,6,10
11/06/1985,1050000,20000,1985,6,11
12/06/1985,6800000,2400000,1985,6,12
15/06/1985,800000,850000,1985,6,15
16/06/1985,2400000,9825000,1985,6,16
18/06/1985,1300000,100000,1985,6,18
19/06/1985,4500000,8739000,1985,6,19
22/06/1985,950000,135000,1985,6,22
22/06/1985,850000,200000,1985,6,22
27/06/1985,1350000,1300000,1985,6,27
27/06/1985,1300000,423000,1985,6,27
28/06/1985,3000000,2200000,1985,6,28
28/06/1985,1225000,600000,1985,6,28
02/07/1985,900000,100000,1985,7,2
02/07/1985,600000,1300000,1985,7,2
06/07/1985,970000,307400,1985,7,6
06/07/1985,650000,545000,1985,7,6
13/07/1985,1400000,175000,1985,7,13
15/07/1985,2165042,1100000,1985,7,15
15/07/1985,900000,300000,1985,7,15
16/07/1985,2015000,218000,1985,7,16
02/08/1985,760000,2000000,1985,8,2
03/08/1985,940000,225000,1985,8,3
04/08/1985,1345000,27000,1985,8,4
06/08/1985,50000,1200000,1985,8,6
06/08/1985,1300000,400000,1985,8,6
14/08/1985,700000,400000,1985,8,14
19/08/1985,820000,421012,1985,8,19
19/08/1985,760000,245000,1985,8,19
20/08/1985,1000000,2250000,1985,8,20
21/08/1985,960000,90000,1985,8,21
23/08/1985,41213000,15620000,1985,8,23
24/08/1985,910000,142000,1985,8,24
24/08/1985,925000,193000,1985,8,24
25/08/1985,1800000,570000,1985,8,25
28/08/1985,964900,110000,1985,8,28
31/08/1985,5000000,850000,1985,8,31
02/09/1985,2000000,10000000,1985,9,2
04/09/1985,100000,1230000,1985,9,4
07/09/1985,1000000,700000,1985,9,7
08/09/1985,1213000,4434000,1985,9,8
11/09/1985,1000000,50000,1985,9,11
12/09/1985,861058,295000,1985,9,12
13/09/1985,2600000,652150,1985,9,13
15/09/1985,3000000,10500000,1985,9,15
19/09/1985,915000,286500,1985,9,19
19/09/1985,1400000,250000,1985,9,19
23/09/1985,1010000,154600,1985,9,23
25/09/1985,892000,425000,1985,9,25
25/09/1985,3900000,50000,1985,9,25
29/09/1985,5000000,1200000,1985,9,29
02/10/1985,960000,200000,1985,10,2
06/10/1985,800000,260000,1985,10,6
10/10/1985,1134699,356588,1985,10,10
11/10/1985,1661813,320000,1985,10,11
12/10/1985,2800000,314360,1985,10,12
12/10/1985,2250000,1800000,1985,10,12
13/10/1985,600000,400000,1985,10,13
17/10/1985,5600000,13800000,1985,10,17
18/10/1985,1050000,82000,1985,10,18
19/10/1985,2000000,20000,1985,10,19
22/10/1985,1900000,1400000,1985,10,22
25/10/1985,1230000,6000000,1985,10,25
26/10/1985,750000,1100000,1985,10,26
30/10/1985,1000000,1500000,1985,10,30
05/11/1985,1500000,53000,1985,11,5
06/11/1985,950000,104000,1985,11,6
10/11/1985,500000,500000,1985,11,10
13/11/1985,1310000,5400000,1985,11,13
16/11/1985,500000,1000000,1985,11,16
19/11/1985,900000,155000,1985,11,19
27/11/1985,1136000,116000,1985,11,27
29/11/1985,200000,1100000,1985,11,29
04/12/1985,1100000,172078,1985,12,4
06/12/1985,800000,200000,1985,12,6
08/12/1985,1300000,550000,1985,12,8
10/12/1985,1020000,160000,1985,12,10
11/12/1985,501000,542000,1985,12,11
11/12/1985,900000,100000,1985,12,11
11/12/1985,600000,1000000,1985,12,11
11/12/1985,1000000,4500000,1985,12,11
16/12/1985,1300000,500000,1985,12,16
20/12/1985,400000,1250000,1985,12,20
02/01/1986,771456.12,689488.9,1986,1,2
04/01/1986,1184956.61,291514,1986,1,4
05/01/1986,1350048.22,2892960,1986,1,5
07/01/1986,3375120.54,308582.4,1986,1,7
13/01/1986,867888.14,192864,1986,1,13
13/01/1986,241080.04,1157184,1986,1,13
14/01/1986,723240.12,578592.1,1986,1,14
16/01/1986,1398264.22,43587.27,1986,1,16
16/01/1986,675024.11,964320.2,1986,1,16
19/01/1986,848601.74,202025.1,1986,1,19
21/01/1986,1060752.17,694310.5,1986,1,21
24/01/1986,2314368.37,2169720,1986,1,24
27/01/1986,1287367.41,390549.7,1986,1,27
27/01/1986,771456.12,289296,1986,1,27
30/01/1986,848601.74,151398.3,1986,1,30
31/01/1986,2314368.37,768563.2,1986,1,31
01/02/1986,891996.14,385728.1,1986,2,1
04/02/1986,1060752.17,146576.7,1986,2,4
04/02/1986,964320.15,964320.2,1986,2,4
05/02/1986,771456.12,231436.8,1986,2,5
05/02/1986,771456.12,318225.7,1986,2,5
07/02/1986,1459320.15,298809.1,1986,2,7
12/02/1986,1253616.2,337512.1,1986,2,12
12/02/1986,385728.06,433944.1,1986,2,12
13/02/1986,617164.9,359026,1986,2,13
15/02/1986,907946.96,319049.2,1986,2,15
16/02/1986,1104146.58,964320.2,1986,2,16
16/02/1986,2121504.34,836065.6,1986,2,16
18/02/1986,964320.15,5834137,1986,2,18
21/02/1986,462873.67,501446.5,1986,2,21
28/02/1986,940212.15,289296,1986,2,28
28/02/1986,1446480.23,289296,1986,2,28
28/02/1986,2410622.95,412793.6,1986,2,28
03/03/1986,1440829.32,192887.2,1986,3,3
04/03/1986,964320.15,96432.02,1986,3,4
05/03/1986,1153230.47,588235.3,1986,3,5
07/03/1986,2410800.39,482160.1,1986,3,7
08/03/1986,4339440.69,7714561,1986,3,8
09/03/1986,2121504.34,289296,1986,3,9
10/03/1986,1446480.23,111861.1,1986,3,10
19/03/1986,771456.12,2410800,1986,3,19
19/03/1986,1350530.38,550133.1,1986,3,19
19/03/1986,482160.08,1350048,1986,3,19
23/03/1986,2700096.43,506268.1,1986,3,23
30/03/1986,916104.15,144648,1986,3,30
02/04/1986,482160.08,675024.1,1986,4,2
02/04/1986,1832208.29,2410800,1986,4,2
02/04/1986,2700096.43,482160.1,1986,4,2
03/04/1986,1494696.24,164532.3,1986,4,3
03/04/1986,385728.06,2121504,1986,4,3
07/04/1986,192864.03,588235.3,1986,4,7
07/04/1986,2941176.47,13500480,1986,4,7
08/04/1986,848601.74,234329.8,1986,4,8
10/04/1986,2796528.45,583423.3,1986,4,10
10/04/1986,988428.16,192864,1986,4,10
10/04/1986,12150433.94,7232401,1986,4,10
11/04/1986,3375120.54,1446480,1986,4,11
11/04/1986,955641.27,192864,1986,4,11
16/04/1986,771456.12,675024.1,1986,4,16
17/04/1986,1253616.2,313404.1,1986,4,17
18/04/1986,1157184.19,96432.02,1986,4,18
19/04/1986,964320.15,482160.1,1986,4,19
22/04/1986,1446480.23,385728.1,1986,4,22
24/04/1986,482160.08,1157184,1986,4,24
26/04/1986,964320.15,313404.1,1986,4,26
27/04/1986,1215334.62,1228255,1986,4,27
30/04/1986,2892960.46,241080,1986,4,30
02/05/1986,800385.73,2892960,1986,5,2
03/05/1986,2892907.43,298939.2,1986,5,3
05/05/1986,896817.74,270009.6,1986,5,5
06/05/1986,1052073.29,74252.65,1986,5,6
07/05/1986,1157184.19,163934.4,1986,5,7
12/05/1986,1253616.2,482160.1,1986,5,12
12/05/1986,964320.15,8678881,1986,5,12
13/05/1986,983606.56,337512.1,1986,5,13
16/05/1986,1928640.31,2892960,1986,5,16
21/05/1986,1350048.22,482160.1,1986,5,21
21/05/1986,1301832.21,87147.54,1986,5,21
22/05/1986,1108968.18,96432.02,1986,5,22
28/05/1986,1446480.23,263591.1,1986,5,28
01/06/1986,846636.45,241011.6,1986,6,1
06/06/1986,1157184.19,385728.1,1986,6,6
10/06/1986,723240.12,1446480,1986,6,10
14/06/1986,2025072.32,3375121,1986,6,14
20/06/1986,3375120.54,2410800,1986,6,20
22/06/1986,771456.12,578592.1,1986,6,22
26/06/1986,2892960.46,11571840,1986,6,26
29/06/1986,530376.08,1060752,1986,6,29
30/06/1986,1060752.17,867888.1,1986,6,30
30/06/1986,1350048.22,96432.02,1986,6,30
30/06/1986,1542912.25,135004.8,1986,6,30
01/07/1986,743461.91,267536.2,1986,7,1
01/07/1986,1639344.26,1205400,1986,7,1
04/07/1986,1023143.68,127290.3,1986,7,4
05/07/1986,578592.09,1928640,1986,7,5
06/07/1986,1928640.31,964320.2,1986,7,6
08/07/1986,1808100.29,289296,1986,7,8
11/07/1986,1950819.67,122179.4,1986,7,11
15/07/1986,1383799.42,347010.6,1986,7,15
17/07/1986,578592.09,543500.5,1986,7,17
18/07/1986,1128254.58,385728.1,1986,7,18
20/07/1986,1060752.17,636451.3,1986,7,20
22/07/1986,4532304.73,1253616,1986,7,22
22/07/1986,867888.14,163934.4,1986,7,22
30/07/1986,482160.08,964320.2,1986,7,30
01/08/1986,740597.88,379942.1,1986,8,1
03/08/1986,1136933.46,66441.66,1986,8,3
04/08/1986,4146576.66,1446480,1986,8,4
04/08/1986,1220829.32,212150.4,1986,8,4
04/08/1986,1099324.98,63741.56,1986,8,4
05/08/1986,1147540.98,251687.6,1986,8,5
07/08/1986,983606.56,96594.99,1986,8,7
13/08/1986,1175722.28,62512.05,1986,8,13
16/08/1986,964320.15,578592.1,1986,8,16
16/08/1986,675024.11,1446480,1986,8,16
17/08/1986,1157184.19,385728.1,1986,8,17
18/08/1986,771456.12,482160.1,1986,8,18
22/08/1986,1301832.21,28929.6,1986,8,22
02/09/1986,1446480.23,578592.1,1986,9,2
03/09/1986,2410800.39,6268081,1986,9,3
07/09/1986,1639344.26,578592.1,1986,9,7
07/09/1986,1157184.19,144648,1986,9,7
09/09/1986,1432015.43,146094.5,1986,9,9
10/09/1986,838958.53,167999,1986,9,10
12/09/1986,6460945.03,1639344,1986,9,12
13/09/1986,964320.15,38572.81,1986,9,13
13/09/1986,964320.15,144648,1986,9,13
16/09/1986,8534233.37,1735776,1986,9,16
17/09/1986,1129841.85,141553.5,1986,9,17
17/09/1986,2314368.37,578592.1,1986,9,17
18/09/1986,2700096.43,428163.9,1986,9,18
20/09/1986,1928640.31,964320.2,1986,9,20
22/09/1986,892960.46,228543.9,1986,9,22
24/09/1986,1446480.23,250723.2,1986,9,24
25/09/1986,863066.54,162198.6,1986,9,25
26/09/1986,10125361.62,3567985,1986,9,26
27/09/1986,2217936.35,385728.1,1986,9,27
28/09/1986,891031.82,362584.4,1986,9,28
30/09/1986,1253616.2,241080,1986,9,30
03/10/1986,964320.15,641272.9,1986,10,3
03/10/1986,1281581.49,399228.5,1986,10,3
03/10/1986,1855351.98,495660.6,1986,10,3
06/10/1986,1928640.31,385728.1,1986,10,6
06/10/1986,771456.12,482160.1,1986,10,6
15/10/1986,964320.15,1542912,1986,10,15
16/10/1986,2177434.91,479884.3,1986,10,16
17/10/1986,1697203.47,271938.3,1986,10,17
23/10/1986,1446480.23,3375121,1986,10,23
26/10/1986,2071359.69,1766635,1986,10,26
26/10/1986,1060752.17,144648,1986,10,26
28/10/1986,819672.13,337512.1,1986,10,28
29/10/1986,1639344.26,289296,1986,10,29
30/10/1986,1928640.31,313404.1,1986,10,30
30/10/1986,1108968.18,77145.61,1986,10,30
31/10/1986,1446480.23,482160.1,1986,10,31
03/11/1986,48216.01,1041466,1986,11,3
03/11/1986,912246.87,125361.6,1986,11,3
04/11/1986,578592.09,675024.1,1986,11,4
06/11/1986,1928640.31,233847.6,1986,11,6
07/11/1986,4146576.66,476070.4,1986,11,7
08/11/1986,1253616.2,289296,1986,11,8
09/11/1986,858244.94,130183.2,1986,11,9
24/11/1986,964320.15,1735776,1986,11,24
24/11/1986,964320.15,482160.1,1986,11,24
26/11/1986,1446480.23,482160.1,1986,11,26
02/12/1986,964320.15,3134041,1986,12,2
03/12/1986,1687560.27,192864,1986,12,3
04/12/1986,482160.08,1928640,1986,12,4
04/12/1986,144648.02,867888.1,1986,12,4
13/12/1986,887174.54,241080,1986,12,13
18/12/1986,530376.08,472516.9,1986,12,18
22/12/1986,1157184.19,575699.1,1986,12,22
23/12/1986,1253616.2,355110.9,1986,12,23
24/12/1986,930568.95,120540,1986,12,24
25/12/1986,11089681.77,3567985,1986,12,25
28/12/1986,96432.02,3278689,1986,12,28
29/12/1986,1253616.2,355110.9,1986,12,29
30/12/1986,1253616.2,4243009,1986,12,30
01/01/1987,775510.2,247680.9,1987,1,1
01/01/1987,1174397.03,129870.1,1987,1,1
02/01/1987,834879.41,231910.9,1987,1,2
05/01/1987,1484230.06,324675.3,1987,1,5
07/01/1987,463821.89,2782931,1987,1,7
08/01/1987,797773.65,608534.3,1987,1,8
09/01/1987,635435.99,1855288,1987,1,9
09/01/1987,593692.02,417439.7,1987,1,9
09/01/1987,1948051.95,791280.1,1987,1,9
10/01/1987,2472170.69,393321,1987,1,10
11/01/1987,1141929.5,278293.1,1987,1,11
11/01/1987,1819109.46,414656.8,1987,1,11
11/01/1987,1339517.63,58441.56,1987,1,11
11/01/1987,1391465.68,927643.8,1987,1,11
11/01/1987,2110389.61,602968.5,1987,1,11
13/01/1987,1437847.87,208719.9,1987,1,13
14/01/1987,2782931.35,64935.06,1987,1,14
16/01/1987,1020408.16,463821.9,1987,1,16
17/01/1987,927643.78,185528.8,1987,1,17
18/01/1987,1018552.88,130797.8,1987,1,18
19/01/1987,2458256.03,679962.9,1987,1,19
19/01/1987,3246753.25,463821.9,1987,1,19
21/01/1987,1960111.32,408163.3,1987,1,21
22/01/1987,881261.6,140074.2,1987,1,22
24/01/1987,1623376.62,1113173,1987,1,24
24/01/1987,463821.89,13543600,1987,1,24
25/01/1987,1113172.54,278293.1,1987,1,25
30/01/1987,1669758.81,483302.4,1987,1,30
02/02/1987,742115.03,324675.3,1987,2,2
06/02/1987,1113172.54,67718,1987,2,6
09/02/1987,515769.94,3871985,1987,2,9
09/02/1987,834879.41,222634.5,1987,2,9
10/02/1987,3339517.63,602968.5,1987,2,10
11/02/1987,809833.02,195732.8,1987,2,11
12/02/1987,1051020.41,451762.5,1987,2,12
15/02/1987,1669758.81,2417440,1987,2,15
16/02/1987,2319109.46,788497.2,1987,2,16
18/02/1987,1762523.19,491651.2,1987,2,18
19/02/1987,1345083.49,412801.5,1987,2,19
21/02/1987,1053803.34,159554.7,1987,2,21
22/02/1987,1113172.54,139146.6,1987,2,22
25/02/1987,698515.77,3066790,1987,2,25
27/02/1987,1855287.57,371057.5,1987,2,27
02/03/1987,1855287.57,250463.8,1987,3,2
02/03/1987,53803.34,351577,1987,3,2
05/03/1987,2189239.33,938775.5,1987,3,5
08/03/1987,1168831.17,482374.8,1987,3,8
08/03/1987,1595547.31,927643.8,1987,3,8
11/03/1987,649350.65,927643.8,1987,3,11
12/03/1987,927643.78,800556.6,1987,3,12
20/03/1987,1762523.19,92764.38,1987,3,20
28/03/1987,1205936.92,927643.8,1987,3,28
29/03/1987,742115.03,556586.3,1987,3,29
30/03/1987,2504638.22,208719.9,1987,3,30
30/03/1987,794990.72,461966.6,1987,3,30
01/04/1987,919294.99,186456.4,1987,4,1
01/04/1987,1855287.57,1576994,1987,4,1
04/04/1987,927643.78,352504.6,1987,4,4
05/04/1987,3246753.25,3339518,1987,4,5
06/04/1987,1020408.16,64935.06,1987,4,6
06/04/1987,1252319.11,326530.6,1987,4,6
17/04/1987,927643.78,294063.1,1987,4,17
17/04/1987,1142857.14,92764.38,1987,4,17
24/04/1987,4174397.03,649350.6,1987,4,24
24/04/1987,1498144.71,927643.8,1987,4,24
26/04/1987,1247680.89,371057.5,1987,4,26
27/04/1987,1391465.68,102040.8,1987,4,27
30/04/1987,1030612.24,93692.02,1987,4,30
06/05/1987,834879.41,788497.2,1987,5,6
06/05/1987,1391465.68,371057.5,1987,5,6
14/05/1987,811688.31,115955.5,1987,5,14
14/05/1987,3710575.14,7421150,1987,5,14
22/05/1987,1113172.54,742115,1987,5,22
23/05/1987,2319109.46,10204080,1987,5,23
28/05/1987,1762523.19,3988868,1987,5,28
29/05/1987,1391465.68,4359926,1987,5,29
01/06/1987,3246753.25,927643.8,1987,6,1
03/06/1987,1855287.57,2319109,1987,6,3
03/06/1987,3246753.25,533395.2,1987,6,3
08/06/1987,556586.27,2782931,1987,6,8
10/06/1987,1113172.54,240259.7,1987,6,10
11/06/1987,1391465.68,231910.9,1987,6,11
14/06/1987,1020408.16,33395.18,1987,6,14
16/06/1987,1113172.54,278293.1,1987,6,16
25/06/1987,1113172.54,474953.6,1987,6,25
01/07/1987,1113172.54,204081.6,1987,7,1
06/07/1987,1437847.87,2968460,1987,7,6
12/07/1987,1113172.54,157699.4,1987,7,12
15/07/1987,1799628.94,598330.2,1987,7,15
19/07/1987,950834.88,118738.4,1987,7,19
28/07/1987,2319109.46,556586.3,1987,7,28
30/07/1987,649350.65,371057.5,1987,7,30
30/07/1987,649350.65,463821.9,1987,7,30
04/08/1987,185528.76,1630798,1987,8,4
06/08/1987,640074.21,461966.6,1987,8,6
07/08/1987,1103896.1,278293.1,1987,8,7
17/08/1987,3710575.14,16402600,1987,8,17
18/08/1987,5565862.71,10667900,1987,8,18
22/08/1987,1391465.68,1113173,1987,8,22
24/08/1987,2226345.08,834879.4,1987,8,24
25/08/1987,160482.37,904452.7,1987,8,25
02/09/1987,742115.03,208719.9,1987,9,2
06/09/1987,1181818.18,131725.4,1987,9,6
09/09/1987,927643.78,148423,1987,9,9
12/09/1987,1298701.3,213358.1,1987,9,12
15/09/1987,1307977.74,358998.1,1987,9,15
15/09/1987,15213358.07,1669759,1987,9,15
18/09/1987,788497.22,1113173,1987,9,18
18/09/1987,1029684.6,419295,1987,9,18
19/09/1987,1270871.99,218923.9,1987,9,19
19/09/1987,649350.65,371057.5,1987,9,19
21/09/1987,1205936.92,373840.4,1987,9,21
22/09/1987,92764.38,1113173,1987,9,22
24/09/1987,264378.48,1205937,1987,9,24
27/09/1987,927643.78,278293.1,1987,9,27
28/09/1987,185528.76,834879.4,1987,9,28
30/09/1987,807050.09,417439.7,1987,9,30
03/10/1987,839517.63,118738.4,1987,10,3
03/10/1987,4174397.03,3617811,1987,10,3
03/10/1987,1317254.17,32467.53,1987,10,3
05/10/1987,23191094.62,4638219,1987,10,5
05/10/1987,927643.78,3246753,1987,10,5
06/10/1987,3116883.12,2782931,1987,10,6
08/10/1987,811688.31,194805.2,1987,10,8
11/10/1987,23191.09,1484230,1987,10,11
11/10/1987,927643.78,278293.1,1987,10,11
14/10/1987,927643.78,1391466,1987,10,14
16/10/1987,1020408.16,2319109,1987,10,16
18/10/1987,452690.17,1920223,1987,10,18
19/10/1987,921150.28,175324.7,1987,10,19
20/10/1987,538033.4,423005.6,1987,10,20
22/10/1987,927643.78,324675.3,1987,10,22
24/10/1987,2003710.58,1646568,1987,10,24
25/10/1987,927643.78,463821.9,1987,10,25
27/10/1987,3988868.27,2319109,1987,10,27
30/10/1987,6679035.25,2782931,1987,10,30
30/10/1987,1576994.43,1298701,1987,10,30
31/10/1987,983302.41,649350.6,1987,10,31
01/11/1987,3089053.8,384972.2,1987,11,1
01/11/1987,4823747.68,2782931,1987,11,1
05/11/1987,1113172.54,2782931,1987,11,5
06/11/1987,837662.34,287569.6,1987,11,6
07/11/1987,8812615.96,2504638,1987,11,7
08/11/1987,2319109.46,386827.5,1987,11,8
11/11/1987,491651.21,1623377,1987,11,11
15/11/1987,1113172.54,314471.2,1987,11,15
18/11/1987,1391465.68,1484230,1987,11,18
29/11/1987,1391465.68,343228.2,1987,11,29
02/12/1987,1020408.16,742115,1987,12,2
02/12/1987,974025.97,315398.9,1987,12,2
06/12/1987,834879.41,355287.6,1987,12,6
07/12/1987,1020408.16,4174397,1987,12,7
09/12/1987,1985157.7,1948052,1987,12,9
09/12/1987,2922077.92,2040816,1987,12,9
12/12/1987,1113172.54,1298701,1987,12,12
12/12/1987,919294.99,155844.2,1987,12,12
13/12/1987,4174397.03,1920223,1987,12,13
13/12/1987,1716141,354359.9,1987,12,13
14/12/1987,1113172.54,1298701,1987,12,14
17/12/1987,2782931.35,111317.3,1987,12,17
17/12/1987,834879.41,231910.9,1987,12,17
19/12/1987,927643.78,185528.8,1987,12,19
19/12/1987,371057.51,927643.8,1987,12,19
20/12/1987,788497.22,259740.3,1987,12,20
23/12/1987,602968.46,324675.3,1987,12,23
29/12/1987,788497.22,556586.3,1987,12,29
31/12/1987,1298701.3,371057.5,1987,12,31
01/01/1988,1184560.78,433895.3,1988,1,1
01/01/1988,752440.11,275066.5,1988,1,1
03/01/1988,2218278.62,10647740,1988,1,3
15/01/1988,1330967.17,887311.4,1988,1,15
19/01/1988,1200532.39,719609.6,1988,1,19
21/01/1988,266193.43,621118,1988,1,21
23/01/1988,395740.91,2560781,1988,1,23
23/01/1988,1685891.75,112688.6,1988,1,23
23/01/1988,1020408.16,532386.9,1988,1,23
25/01/1988,798580.3,443655.7,1988,1,25
26/01/1988,1747116.24,140195.2,1988,1,26
30/01/1988,976042.59,354924.6,1988,1,30
01/02/1988,1135758.65,3549246,1988,2,1
06/02/1988,2218278.62,1043478,1988,2,6
09/02/1988,1034605.15,132209.4,1988,2,9
10/02/1988,2484472.05,36379.77,1988,2,10
11/02/1988,931677.02,362023.1,1988,2,11
14/02/1988,15527950.31,2896185,1988,2,14
21/02/1988,3105590.06,4880213,1988,2,21
22/02/1988,3311446.32,185448.1,1988,2,22
29/02/1988,2040816.33,4470275,1988,2,29
29/02/1988,1153504.88,106477.4,1988,2,29
02/03/1988,1508429.46,250221.8,1988,3,2
03/03/1988,88731.14,1464064,1988,3,3
07/03/1988,1247559.89,19520.85,1988,3,7
08/03/1988,1863354.04,266193.4,1988,3,8
09/03/1988,1508429.46,1131322,1988,3,9
12/03/1988,488021.3,1064774,1988,3,12
14/03/1988,1023957.41,443655.7,1988,3,14
14/03/1988,1153504.88,1153505,1988,3,14
18/03/1988,1508429.46,399290.2,1988,3,18
19/03/1988,887311.45,354924.6,1988,3,19
21/03/1988,607808.34,603371.8,1988,3,21
25/03/1988,7098491.57,17746230,1988,3,25
06/04/1988,1242236.02,709849.2,1988,4,6
12/04/1988,1574977.82,115350.5,1988,4,12
14/04/1988,1290150.84,248447.2,1988,4,14
20/04/1988,1685891.75,177462.3,1988,4,20
24/04/1988,3105590.06,1394854,1988,4,24
24/04/1988,901508.43,887311.4,1988,4,24
26/04/1988,2218278.62,3726708,1988,4,26
29/04/1988,488021.3,740905.1,1988,4,29
30/04/1988,1109139.31,266193.4,1988,4,30
30/04/1988,1952085.18,354924.6,1988,4,30
08/05/1988,532386.87,1597161,1988,5,8
09/05/1988,4081632.65,623779.9,1988,5,9
09/05/1988,3904170.36,3771074,1988,5,9
12/05/1988,1228926.35,127772.8,1988,5,12
13/05/1988,1597160.6,709849.2,1988,5,13
15/05/1988,1197870.45,177462.3,1988,5,15
16/05/1988,310559.01,621118,1988,5,16
17/05/1988,6042590.95,17746230,1988,5,17
19/05/1988,443655.72,443655.7,1988,5,19
23/05/1988,1064773.74,110913.9,1988,5,23
26/05/1988,1330967.17,6211180,1988,5,26
27/05/1988,1863354.04,227151.7,1988,5,27
29/05/1988,1330967.17,456965.4,1988,5,29
29/05/1988,709849.16,727595.4,1988,5,29
29/05/1988,5767524.4,372670.8,1988,5,29
30/05/1988,1375332.74,241348.7,1988,5,30
31/05/1988,2484472.05,9316770,1988,5,31
01/06/1988,2839396.63,133096.7,1988,6,1
03/06/1988,709849.16,1242236,1988,6,3
03/06/1988,2218278.62,225377.1,1988,6,3
05/06/1988,1597160.6,625554.6,1988,6,5
05/06/1988,6654835.85,17746230,1988,6,5
06/06/1988,3549245.79,177462.3,1988,6,6
13/06/1988,798580.3,177462.3,1988,6,13
16/06/1988,443655.72,3992902,1988,6,16
21/06/1988,221827.86,709849.2,1988,6,21
24/06/1988,1863354.04,532386.9,1988,6,24
24/06/1988,887311.45,4880213,1988,6,24
29/06/1988,709849.16,1597161,1988,6,29
01/07/1988,732919.25,354924.6,1988,7,1
01/07/1988,878438.33,264418.8,1988,7,1
01/07/1988,1445430.35,421472.9,1988,7,1
05/07/1988,812777.28,308784.4,1988,7,5
06/07/1988,5323868.68,665483.6,1988,7,6
08/07/1988,2102928.13,406388.6,1988,7,8
09/07/1988,944986.69,383318.5,1988,7,9
12/07/1988,761313.22,283939.7,1988,7,12
18/07/1988,754214.73,292812.8,1988,7,18
19/07/1988,1419698.31,2661934,1988,7,19
19/07/1988,10692102.93,3105590,1988,7,19
20/07/1988,1774622.89,2661934,1988,7,20
26/07/1988,887311.45,329192.5,1988,7,26
30/07/1988,1774622.89,4436557,1988,7,30
10/08/1988,2330079.86,504880.2,1988,8,10
12/08/1988,34605146.41,9207631,1988,8,12
15/08/1988,195208.52,727595.4,1988,8,15
18/08/1988,976042.59,641526.2,1988,8,18
21/08/1988,905057.68,240461.4,1988,8,21
21/08/1988,1242236.02,133984,1988,8,21
22/08/1988,939662.82,203194.3,1988,8,22
24/08/1988,1863354.04,145519.1,1988,8,24
24/08/1988,887311.45,887311.4,1988,8,24
01/09/1988,5057675.24,1774623,1988,9,1
04/09/1988,536823.43,1724933,1988,9,4
05/09/1988,887311.45,461402,1988,9,5
06/09/1988,3105590.06,6566105,1988,9,6
06/09/1988,266193.43,754214.7,1988,9,6
08/09/1988,976042.59,286601.6,1988,9,8
08/09/1988,399290.15,1508429,1988,9,8
09/09/1988,950310.56,101153.5,1988,9,9
11/09/1988,1330967.17,532386.9,1988,9,11
14/09/1988,310559.01,647737.4,1988,9,14
17/09/1988,1330967.17,310559,1988,9,17
18/09/1988,1330967.17,4436557,1988,9,18
19/09/1988,3549245.79,1330967,1988,9,19
20/09/1988,1677018.63,525288.4,1988,9,20
27/09/1988,1330967.17,310559,1988,9,27
27/09/1988,221827.86,709849.2,1988,9,27
04/10/1988,5545696.54,15971610,1988,10,4
08/10/1988,2573203.19,887311.4,1988,10,8
08/10/1988,1656610.47,553682.3,1988,10,8
17/10/1988,829636.2,220053.2,1988,10,17
20/10/1988,2661934.34,176575,1988,10,20
20/10/1988,2085181.9,354924.6,1988,10,20
23/10/1988,976042.59,621118,1988,10,23
29/10/1988,1330967.17,257320.3,1988,10,29
03/11/1988,3695652.17,798580.3,1988,11,3
05/11/1988,5767524.4,1330967,1988,11,5
05/11/1988,2549245.79,126885.5,1988,11,5
14/11/1988,709849.16,399290.2,1988,11,14
18/11/1988,443655.72,5767524,1988,11,18
19/11/1988,1464063.89,133096.7,1988,11,19
20/11/1988,488021.3,567879.3,1988,11,20
21/11/1988,1712511.09,166814.6,1988,11,21
23/11/1988,88731.14,1313221,1988,11,23
26/11/1988,976042.59,443655.7,1988,11,26
02/12/1988,621118.01,2661934,1988,12,2
05/12/1988,665483.58,423247.6,1988,12,5
08/12/1988,842945.87,1330967,1988,12,8
